step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
754,649120,12064,0.014153501362057213,1.0,1.0,,,,,,,,,
755,649904,12080,0.014542818246775698,1.0,1.0,,,,,,,,,
756,650944,12096,0.014991362992129283,0.9375,0.9375,,,,,,,,,
757,651856,12112,0.01949283558410599,1.0,1.0,,,,,,,,,
758,652896,12128,0.012252166787478914,1.0,1.0,,,,,,,,,
759,653936,12144,0.017363564672245316,0.9375,0.9375,,,,,,,,,
760,654848,12160,0.017283216091469943,1.0,1.0,,,,,,,,,
761,655760,12176,0.015549941758057823,0.875,0.875,0.01857628796940753,1.0,1.0,,,,,,
762,656672,12192,0.017310520738148878,0.875,0.875,,,,,,,,,
763,657456,12208,0.01630930883898737,1.0,1.0,,,,,,,,,
764,658368,12224,0.010818554422058355,1.0,1.0,,,,,,,,,
765,659152,12240,0.019279822760565016,1.0,1.0,,,,,,,,,
766,660064,12256,0.01810083098835134,0.9375,0.9375,,,,,,,,,
767,661104,12272,0.013521532022161527,1.0,1.0,,,,,,,,,
768,662016,12288,0.019893406737744337,1.0,1.0,,,,,,,,,
769,662800,12304,0.01855438167096812,1.0,1.0,0.022068785022941257,1.0,1.0,,,,,,
770,663840,12320,0.016078983804663986,1.0,1.0,,,,,,,,,
771,664624,12336,0.019259019231034433,1.0,1.0,,,,,,,,,
772,665664,12352,0.013320223533044278,1.0,1.0,,,,,,,,,
773,666704,12368,0.016065943595532983,1.0,1.0,,,,,,,,,
774,667616,12384,0.013041511321405241,1.0,1.0,,,,,,,,,
775,668272,12400,0.014090631621086033,0.9375,0.9375,,,,,,,,,
776,669056,12416,0.01452974414609308,1.0,1.0,,,,,,,,,
777,669840,12432,0.02018775745084156,1.0,1.0,0.013231908685312738,1.0,1.0,,,,,,
778,670752,12448,0.019026713842593294,0.9375,0.9375,,,,,,,,,
779,671408,12464,0.02091306186890768,1.0,1.0,,,,,,,,,
780,672192,12480,0.02018882660240209,1.0,1.0,,,,,,,,,
781,673232,12496,0.013373373566275291,0.9375,0.9375,,,,,,,,,
782,674272,12512,0.013056061565619325,0.875,0.875,,,,,,,,,
783,674928,12528,0.016218430327673217,1.0,1.0,,,,,,,,,
784,675840,12544,0.023052706071997386,0.875,0.875,,,,,,,,,
785,676752,12560,0.015621763054835388,0.875,0.875,0.013042767660267355,1.0,1.0,,,,,,
786,677408,12576,0.019781823517445903,1.0,1.0,,,,,,,,,
787,678320,12592,0.015652541080111666,0.9375,0.9375,,,,,,,,,
788,679104,12608,0.017839291139751766,0.8125,0.8125,,,,,,,,,
789,680016,12624,0.013188433528987551,1.0,1.0,,,,,,,,,
790,680928,12640,0.014848406001102318,1.0,1.0,,,,,,,,,
791,681968,12656,0.01655826412444892,0.875,0.875,,,,,,,,,
792,682624,12672,0.01878060756747766,0.9375,0.9375,,,,,,,,,
793,683408,12688,0.018206233140806962,1.0,1.0,0.012381367274016343,1.0,1.0,,,,,,
794,684320,12704,0.014497447733655803,1.0,1.0,,,,,,,,,
795,685360,12720,0.01328549378859428,1.0,1.0,,,,,,,,,
796,686272,12736,0.011402503051396755,1.0,1.0,,,,,,,,,
797,686928,12752,0.01814689283275436,0.9375,0.9375,,,,,,,,,
798,687840,12768,0.013731865607213485,1.0,1.0,,,,,,,,,
799,688752,12784,0.01573165790684186,1.0,1.0,,,,,,,,,
800,689792,12800,0.01386712267698826,0.9375,0.9375,,,,,,,,,
801,690704,12816,0.01668648854210663,0.9375,0.9375,0.017553498181594115,1.0,1.0,,,,,,
802,691488,12832,0.01548576470470536,0.9375,0.9375,,,,,,,,,
803,692272,12848,0.01786832509453641,1.0,1.0,,,,,,,,,
804,693312,12864,0.012470040369769286,0.9375,0.9375,,,,,,,,,
805,694096,12880,0.018476122910197054,1.0,1.0,,,,,,,,,
806,695008,12896,0.014223735416681507,1.0,1.0,,,,,,,,,
807,696048,12912,0.016705831462898075,0.875,0.875,,,,,,,,,
808,696960,12928,0.0163708362600013,1.0,1.0,,,,,,,,,
809,697872,12944,0.012879463714034258,1.0,1.0,0.012673767779653318,1.0,1.0,,,,,,
810,698784,12960,0.01516958783166432,1.0,1.0,,,,,,,,,
811,699696,12976,0.01523194301799411,1.0,1.0,,,,,,,,,
812,700736,12992,0.012685624709753256,1.0,1.0,,,,,,,,,
813,701648,13008,0.015720878337416234,1.0,1.0,,,,,,,,,
814,702560,13024,0.014609049098875055,1.0,1.0,,,,,,,,,
815,703728,13040,0.011711785706371401,0.9375,0.9375,,,,,,,,,
816,704640,13056,0.018874929080794235,1.0,1.0,,,,,,,,,
817,705424,13072,0.017172349973901078,0.9375,0.9375,0.014807550853350527,1.0,1.0,,,,,,
818,706208,13088,0.02134123438344829,1.0,1.0,,,,,,,,,
819,707120,13104,0.015741321113659897,1.0,1.0,,,,,,,,,
820,707904,13120,0.016999630821224136,0.9375,0.9375,,,,,,,,,
821,708944,13136,0.012606644015525179,1.0,1.0,,,,,,,,,
822,709856,13152,0.020290675586163782,1.0,1.0,,,,,,,,,
823,710768,13168,0.014687342921515424,1.0,1.0,,,,,,,,,
824,711424,13184,0.016241279060043495,0.9375,0.9375,,,,,,,,,
825,712336,13200,0.013420025585998018,1.0,1.0,0.0209747620258579,1.0,1.0,,,,,,
826,713504,13216,0.012577729596749616,1.0,1.0,,,,,,,,,
827,714416,13232,0.015430583620259555,0.9375,0.9375,,,,,,,,,
828,715200,13248,0.016083972401839428,1.0,1.0,,,,,,,,,
829,715984,13264,0.018620945388597505,0.9375,0.9375,,,,,,,,,
830,716896,13280,0.016550566627628233,1.0,1.0,,,,,,,,,
831,717936,13296,0.018884771371558813,0.9375,0.9375,,,,,,,,,
832,718848,13312,0.017689574623985325,1.0,1.0,,,,,,,,,
833,719760,13328,0.016598182994706008,1.0,1.0,0.018131830159412225,1.0,1.0,,,,,,
834,720800,13344,0.012156904795001682,0.9375,0.9375,,,,,,,,,
835,721456,13360,0.020121641904233684,0.875,0.875,,,,,,,,,
836,722240,13376,0.014996525891753409,0.9375,0.9375,,,,,,,,,
837,723024,13392,0.014151137472602215,1.0,1.0,,,,,,,,,
838,723680,13408,0.019012063800444706,1.0,1.0,,,,,,,,,
839,724592,13424,0.015098313015303202,1.0,1.0,,,,,,,,,
840,725504,13440,0.013910463284499722,1.0,1.0,,,,,,,,,
841,726288,13456,0.017913803075204276,1.0,1.0,0.015338162372825224,1.0,1.0,,,,,,
842,727072,13472,0.014931820756196383,1.0,1.0,,,,,,,,,
843,727984,13488,0.015584153456633693,1.0,1.0,,,,,,,,,
844,728768,13504,0.018608411978476624,0.9375,0.9375,,,,,,,,,
845,729808,13520,0.016304969282930345,1.0,1.0,,,,,,,,,
846,730592,13536,0.01841648251381429,1.0,1.0,,,,,,,,,
847,731760,13552,0.012257025445590937,0.9375,0.9375,,,,,,,,,
848,732800,13568,0.013364260768016292,0.9375,0.9375,,,,,,,,,
849,733712,13584,0.016700067098426166,1.0,1.0,0.015148061041424368,1.0,1.0,,,,,,
850,734752,13600,0.014376728556202315,0.9375,0.9375,,,,,,,,,
851,735536,13616,0.01679613621579847,1.0,1.0,,,,,,,,,
852,736320,13632,0.017000217585645506,0.9375,0.9375,,,,,,,,,
853,737104,13648,0.017591251080658406,0.9375,0.9375,,,,,,,,,
854,737760,13664,0.017060405261263553,0.9375,0.9375,,,,,,,,,
855,738672,13680,0.01140199308921268,1.0,1.0,,,,,,,,,
856,739584,13696,0.014804521419007944,0.9375,0.9375,,,,,,,,,
857,740496,13712,0.014040066388215647,1.0,1.0,0.01465713428503262,1.0,1.0,,,,,,
858,741408,13728,0.015034605250034475,1.0,1.0,,,,,,,,,
859,742192,13744,0.01667696484464827,1.0,1.0,,,,,,,,,
860,743104,13760,0.014628574942060076,1.0,1.0,,,,,,,,,
861,743888,13776,0.0174064679849999,1.0,1.0,,,,,,,,,
862,744928,13792,0.014977661980496536,1.0,1.0,,,,,,,,,
863,745840,13808,0.014136341748382951,1.0,1.0,,,,,,,,,
864,746624,13824,0.017529945520522335,1.0,1.0,,,,,,,,,
865,747408,13840,0.01726944443271075,1.0,1.0,0.0172899096791744,1.0,1.0,,,,,,
866,748192,13856,0.01471170442084424,1.0,1.0,,,,,,,,,
867,748976,13872,0.013490397042985429,1.0,1.0,,,,,,,,,
868,749888,13888,0.019277232387529545,0.9375,0.9375,,,,,,,,,
869,750672,13904,0.015876689626715856,1.0,1.0,,,,,,,,,
870,751584,13920,0.014229536640002444,1.0,1.0,,,,,,,,,
871,752496,13936,0.01575710684467887,1.0,1.0,,,,,,,,,
872,753408,13952,0.013494971319525302,1.0,1.0,,,,,,,,,
873,754064,13968,0.02188259886537037,1.0,1.0,0.015538471324379185,1.0,1.0,,,,,,
874,754976,13984,0.01207579737356239,1.0,1.0,,,,,,,,,
875,755888,14000,0.01424424594977897,1.0,1.0,,,,,,,,,
876,756928,14016,0.012496225658272362,1.0,1.0,,,,,,,,,
877,757840,14032,0.015009792464303272,1.0,1.0,,,,,,,,,
878,758496,14048,0.01775656432439274,0.875,0.875,,,,,,,,,
879,759280,14064,0.01842068221498399,1.0,1.0,,,,,,,,,
880,759936,14080,0.018940001867037492,0.9375,0.9375,,,,,,,,,
881,760848,14096,0.01371403640165852,1.0,1.0,0.020402179006377908,1.0,1.0,,,,,,
882,761632,14112,0.015890711684716525,1.0,1.0,,,,,,,,,
883,762544,14128,0.017543910392212467,1.0,1.0,,,,,,,,,
884,763712,14144,0.01675086167235722,1.0,1.0,,,,,,,,,
885,764624,14160,0.018434991486481596,0.9375,0.9375,,,,,,,,,
886,765536,14176,0.012490366954273536,1.0,1.0,,,,,,,,,
887,766448,14192,0.012812484918652516,1.0,1.0,,,,,,,,,
888,767360,14208,0.01692413039554696,0.9375,0.9375,,,,,,,,,
889,768144,14224,0.017077198646335983,1.0,1.0,0.017463569604454023,1.0,1.0,,,,,,
890,768928,14240,0.015807543589852365,0.9375,0.9375,,,,,,,,,
891,769712,14256,0.015038859340372475,1.0,1.0,,,,,,,,,
892,770496,14272,0.017165826951279068,1.0,1.0,,,,,,,,,
893,771280,14288,0.019098884118852813,1.0,1.0,,,,,,,,,
894,771808,14304,0.022287646994967752,1.0,1.0,,,,,,,,,
895,772720,14320,0.016618640407201853,1.0,1.0,,,,,,,,,
896,773632,14336,0.014531139752651257,1.0,1.0,,,,,,,,,
897,774672,14352,0.014849692504773344,0.9375,0.9375,0.02263255883303708,1.0,1.0,,,,,,
898,775328,14368,0.0160946129697237,1.0,1.0,,,,,,,,,
899,776368,14384,0.010013357948044579,1.0,1.0,,,,,,,,,
900,777280,14400,0.016023504448543804,1.0,1.0,,,,,,,,,
901,778320,14416,0.014168631133631242,1.0,1.0,,,,,,,,,
902,779232,14432,0.013998340374470036,1.0,1.0,,,,,,,,,
903,780016,14448,0.01861886602251744,1.0,1.0,,,,,,,,,
904,781056,14464,0.013278636253150039,0.875,0.875,,,,,,,,,
905,781968,14480,0.014857206264988463,0.9375,0.9375,0.01808111697541406,1.0,1.0,,,,,,
906,782752,14496,0.013136115665495824,1.0,1.0,,,,,,,,,
907,783408,14512,0.019430755070102352,0.875,0.875,,,,,,,,,
908,784320,14528,0.015565019084473023,1.0,1.0,,,,,,,,,
909,785232,14544,0.01602632031590734,0.9375,0.9375,,,,,,,,,
910,786016,14560,0.017752937390847025,1.0,1.0,,,,,,,,,
911,787056,14576,0.015177260059941489,0.9375,0.9375,,,,,,,,,
912,788096,14592,0.014871539541954651,1.0,1.0,,,,,,,,,
913,789008,14608,0.012064532806123185,1.0,1.0,0.01681238656287596,1.0,1.0,,,,,,
914,789920,14624,0.018896652815555717,1.0,1.0,,,,,,,,,
915,790704,14640,0.016433137117501342,1.0,1.0,,,,,,,,,
916,791616,14656,0.014274557469941718,0.9375,0.9375,,,,,,,,,
917,792528,14672,0.015289012787549969,1.0,1.0,,,,,,,,,
918,793440,14688,0.013740912082757252,1.0,1.0,,,,,,,,,
919,794352,14704,0.013216090783906427,0.875,0.875,,,,,,,,,
920,795392,14720,0.011421346584236006,1.0,1.0,,,,,,,,,
921,796432,14736,0.01710455305090537,0.9375,0.9375,0.018151060440866274,1.0,1.0,,,,,,
922,797344,14752,0.016560569763761714,1.0,1.0,,,,,,,,,
923,798000,14768,0.017332783842501275,1.0,1.0,,,,,,,,,
924,798784,14784,0.014791982398472311,1.0,1.0,,,,,,,,,
925,799568,14800,0.015808081416744623,1.0,1.0,,,,,,,,,
926,800224,14816,0.02218188562370531,1.0,1.0,,,,,,,,,
927,800880,14832,0.021813984487827044,1.0,1.0,,,,,,,,,
928,801792,14848,0.013699047545929047,1.0,1.0,,,,,,,,,
929,802576,14864,0.015510774983421481,1.0,1.0,0.020156554061035992,1.0,1.0,,,,,,
930,803360,14880,0.016796349356243568,0.9375,0.9375,,,,,,,,,
931,804016,14896,0.016850657982281886,0.875,0.875,,,,,,,,,
932,804672,14912,0.02153139827416211,1.0,1.0,,,,,,,,,
933,805712,14928,0.014633614299012977,1.0,1.0,,,,,,,,,
934,806496,14944,0.013469889465463491,1.0,1.0,,,,,,,,,
935,807536,14960,0.012060953080248496,1.0,1.0,,,,,,,,,
936,808192,14976,0.016412844279292217,1.0,1.0,,,,,,,,,
937,809104,14992,0.017933211621961345,1.0,1.0,0.019308356727553783,1.0,1.0,,,,,,
938,809888,15008,0.01505016678802941,1.0,1.0,,,,,,,,,
939,810800,15024,0.014780016876063106,1.0,1.0,,,,,,,,,
940,811584,15040,0.01367842567347978,1.0,1.0,,,,,,,,,
941,812368,15056,0.01706907643757546,0.9375,0.9375,,,,,,,,,
942,813152,15072,0.016295518227640096,1.0,1.0,,,,,,,,,
943,814064,15088,0.014260927049986053,0.9375,0.9375,,,,,,,,,
944,814720,15104,0.02181171723377435,0.9375,0.9375,,,,,,,,,
945,815376,15120,0.01462989871919845,1.0,1.0,0.012376051542530143,1.0,1.0,,,,,,
946,816416,15136,0.016686455371821295,1.0,1.0,,,,,,,,,
947,817200,15152,0.0156580080279051,0.9375,0.9375,,,,,,,,,
948,818112,15168,0.011840473269453833,1.0,1.0,,,,,,,,,
949,819024,15184,0.014916726322770423,1.0,1.0,,,,,,,,,
950,819808,15200,0.014548062964612925,1.0,1.0,,,,,,,,,
951,820720,15216,0.013789824688563783,1.0,1.0,,,,,,,,,
952,821504,15232,0.015385552411712711,0.9375,0.9375,,,,,,,,,
953,822416,15248,0.015353797311432231,1.0,1.0,0.015576618699890705,1.0,1.0,,,,,,
954,823200,15264,0.019164781603421586,0.9375,0.9375,,,,,,,,,
955,824112,15280,0.015949361913965836,1.0,1.0,,,,,,,,,
956,824896,15296,0.01653180686417836,1.0,1.0,,,,,,,,,
957,825808,15312,0.01559710269592281,1.0,1.0,,,,,,,,,
958,826848,15328,0.014237695558983302,1.0,1.0,,,,,,,,,
959,827760,15344,0.013109540729829502,1.0,1.0,,,,,,,,,
960,828672,15360,0.018480271071761162,0.9375,0.9375,,,,,,,,,
961,829328,15376,0.020656216264929583,0.9375,0.9375,0.020692019064785988,1.0,1.0,,,,,,
962,830240,15392,0.013490039583938672,0.9375,0.9375,,,,,,,,,
963,831280,15408,0.016149118201827514,1.0,1.0,,,,,,,,,
964,832064,15424,0.013136096540414428,1.0,1.0,,,,,,,,,
965,833232,15440,0.01599850591749078,1.0,1.0,,,,,,,,,
966,834144,15456,0.013548393004446891,1.0,1.0,,,,,,,,,
967,835056,15472,0.020172739365111943,1.0,1.0,,,,,,,,,
968,835840,15488,0.0143752252321138,1.0,1.0,,,,,,,,,
969,836752,15504,0.015919678016926182,0.9375,0.9375,0.018027237362514416,1.0,1.0,,,,,,
970,837664,15520,0.01749453707570319,1.0,1.0,,,,,,,,,
971,838448,15536,0.016747793479956197,0.9375,0.9375,,,,,,,,,
972,839104,15552,0.016972833485243626,0.9375,0.9375,,,,,,,,,
973,839888,15568,0.01846614974813664,0.9375,0.9375,,,,,,,,,
974,840672,15584,0.014972664051220774,1.0,1.0,,,,,,,,,
975,841584,15600,0.018266994137792848,1.0,1.0,,,,,,,,,
976,842496,15616,0.016880250642479645,1.0,1.0,,,,,,,,,
977,843280,15632,0.018594796861420047,0.75,0.75,0.020869699771699817,1.0,1.0,,,,,,
978,844192,15648,0.015054654196641723,0.875,0.875,,,,,,,,,
979,845232,15664,0.013295033644892377,0.9375,0.9375,,,,,,,,,
980,846144,15680,0.01338081637548466,1.0,1.0,,,,,,,,,
981,847056,15696,0.01586337909860605,1.0,1.0,,,,,,,,,
982,847968,15712,0.013533835878068888,1.0,1.0,,,,,,,,,
983,849008,15728,0.01545455983633719,1.0,1.0,,,,,,,,,
984,850048,15744,0.012693011276840915,0.9375,0.9375,,,,,,,,,
985,850832,15760,0.016583043377928788,0.875,0.875,0.016223376855289063,1.0,1.0,,,,,,
986,851744,15776,0.01573807230155631,0.9375,0.9375,,,,,,,,,
987,852656,15792,0.015869760942359833,1.0,1.0,,,,,,,,,
988,853568,15808,0.016842726217708964,1.0,1.0,,,,,,,,,
989,854480,15824,0.01463493996196007,0.9375,0.9375,,,,,,,,,
990,855264,15840,0.018354692652259058,0.9375,0.9375,,,,,,,,,
991,855920,15856,0.018877376330063186,1.0,1.0,,,,,,,,,
992,856832,15872,0.015716954140147694,1.0,1.0,,,,,,,,,
993,857744,15888,0.018413815750539585,1.0,1.0,0.016540209801089143,1.0,1.0,,,,,,
994,858784,15904,0.014119746128504137,0.9375,0.9375,,,,,,,,,
995,859824,15920,0.015792433024367655,1.0,1.0,,,,,,,,,
996,860608,15936,0.01854079153109275,0.9375,0.9375,,,,,,,,,
997,861392,15952,0.016931165550630237,1.0,1.0,,,,,,,,,
998,862432,15968,0.014372292837800416,0.9375,0.9375,,,,,,,,,
999,863600,15984,0.013511193902655757,1.0,1.0,,,,,,,,,
1000,864384,16000,0.013993726372230468,1.0,1.0,,,,,,,,,
1001,865040,16016,0.018698663402245658,1.0,1.0,0.01667982712223819,1.0,1.0,,,,,,
1002,865952,16032,0.01604266426027935,0.9375,0.9375,,,,,,,,,
1003,866864,16048,0.016202006355363268,1.0,1.0,,,,,,,,,
1004,867776,16064,0.01434670797958741,0.9375,0.9375,,,,,,,,,
1005,868304,16080,0.01958308505584679,1.0,1.0,,,,,,,,,
1006,869216,16096,0.01593750490276246,1.0,1.0,,,,,,,,,
1007,870384,16112,0.011637307004111828,1.0,1.0,,,,,,,,,
1008,871168,16128,0.016682125049995108,1.0,1.0,,,,,,,,,
1009,871952,16144,0.017418214544043093,1.0,1.0,0.015738765302167976,1.0,1.0,,,,,,
1010,872736,16160,0.013312361107836021,1.0,1.0,,,,,,,,,
1011,873648,16176,0.014530111564054026,1.0,1.0,,,,,,,,,
1012,874432,16192,0.017499913329226593,1.0,1.0,,,,,,,,,
1013,875216,16208,0.01679635040505614,1.0,1.0,,,,,,,,,
1014,876000,16224,0.017709528915521654,1.0,1.0,,,,,,,,,
1015,877040,16240,0.013143178133863752,1.0,1.0,,,,,,,,,
1016,877824,16256,0.016180448810232353,0.9375,0.9375,,,,,,,,,
1017,878864,16272,0.012502568400025123,1.0,1.0,0.01827350615626178,0.9375,0.9375,,,,,,
1018,879648,16288,0.017060746504558442,1.0,1.0,,,,,,,,,
1019,880688,16304,0.01569244729357485,0.9375,0.9375,,,,,,,,,
1020,881472,16320,0.017684221827296065,0.875,0.875,,,,,,,,,
1021,882256,16336,0.020433882905575563,1.0,1.0,,,,,,,,,
1022,882912,16352,0.0196222504928504,1.0,1.0,,,,,,,,,
1023,883696,16368,0.01669353023151159,0.9375,0.9375,,,,,,,,,
1024,884736,16384,0.015061959684844972,0.9375,0.9375,,,,,,,,,
1025,885648,16400,0.014809479335600504,1.0,1.0,0.0098978576081692,1.0,1.0,,,,,,
1026,886432,16416,0.015088136123373145,1.0,1.0,,,,,,,,,
1027,887344,16432,0.015585391431864144,0.9375,0.9375,,,,,,,,,
1028,888256,16448,0.014773327284162292,1.0,1.0,,,,,,,,,
1029,889168,16464,0.0149845184070871,1.0,1.0,,,,,,,,,
1030,890080,16480,0.015010918023319055,0.9375,0.9375,,,,,,,,,
1031,890992,16496,0.014899908624092198,0.9375,0.9375,,,,,,,,,
1032,892160,16512,0.012811301216593275,1.0,1.0,,,,,,,,,
1033,893072,16528,0.013599612866586527,1.0,1.0,0.01714801300479132,1.0,1.0,,,,,,
1034,893984,16544,0.014475046092799825,0.9375,0.9375,,,,,,,,,
1035,895152,16560,0.010089218314940859,1.0,1.0,,,,,,,,,
1036,896064,16576,0.015626771409276936,1.0,1.0,,,,,,,,,
1037,897104,16592,0.015979259340058487,1.0,1.0,,,,,,,,,
1038,898144,16608,0.010952457817686313,1.0,1.0,,,,,,,,,
1039,899184,16624,0.01118615430904426,1.0,1.0,,,,,,,,,
1040,900096,16640,0.015132288906841799,1.0,1.0,,,,,,,,,
1041,901008,16656,0.014202139137892617,1.0,1.0,0.01355569934018554,1.0,1.0,,,,,,
1042,901792,16672,0.01801095210040278,1.0,1.0,,,,,,,,,
1043,902704,16688,0.016107942397509224,0.9375,0.9375,,,,,,,,,
1044,903616,16704,0.01203298711469615,1.0,1.0,,,,,,,,,
1045,904528,16720,0.016786061238357835,1.0,1.0,,,,,,,,,
1046,905312,16736,0.017154256423458955,1.0,1.0,,,,,,,,,
1047,906224,16752,0.015932859215952493,1.0,1.0,,,,,,,,,
1048,907008,16768,0.01707137733126293,0.9375,0.9375,,,,,,,,,
1049,908048,16784,0.012033957486436134,1.0,1.0,0.012760269167647848,1.0,1.0,,,,,,
1050,909088,16800,0.014732744226764759,0.9375,0.9375,,,,,,,,,
1051,909872,16816,0.016929961790944834,0.9375,0.9375,,,,,,,,,
1052,910784,16832,0.012434111203643811,1.0,1.0,,,,,,,,,
1053,911824,16848,0.014247509415465362,1.0,1.0,,,,,,,,,
1054,912352,16864,0.022946632563343086,1.0,1.0,,,,,,,,,
1055,913136,16880,0.0209898876496729,0.9375,0.9375,,,,,,,,,
1056,914048,16896,0.01796252785389263,1.0,1.0,,,,,,,,,
1057,914832,16912,0.01883009822035047,1.0,1.0,0.015156060614580583,1.0,1.0,,,,,,
1058,915744,16928,0.014921066513662236,1.0,1.0,,,,,,,,,
1059,916656,16944,0.016138524485918748,0.9375,0.9375,,,,,,,,,
1060,917568,16960,0.016065048442301912,0.9375,0.9375,,,,,,,,,
1061,918352,16976,0.01429925686032045,1.0,1.0,,,,,,,,,
1062,919136,16992,0.018295707355603503,0.9375,0.9375,,,,,,,,,
1063,919792,17008,0.013164305272871615,1.0,1.0,,,,,,,,,
1064,920704,17024,0.013365277228477726,1.0,1.0,,,,,,,,,
1065,921616,17040,0.014346110815567631,1.0,1.0,0.014851362264871132,1.0,1.0,,,,,,
1066,922528,17056,0.014363401510184337,1.0,1.0,,,,,,,,,
1067,923568,17072,0.014478827948950139,0.9375,0.9375,,,,,,,,,
1068,924480,17088,0.011751616102936466,1.0,1.0,,,,,,,,,
1069,925520,17104,0.01429101797397073,1.0,1.0,,,,,,,,,
1070,926560,17120,0.01646117569660243,1.0,1.0,,,,,,,,,
1071,927344,17136,0.015160098957570608,1.0,1.0,,,,,,,,,
1072,928256,17152,0.013461818205517012,0.9375,0.9375,,,,,,,,,
1073,929168,17168,0.014969214692273062,1.0,1.0,0.01693781234841686,1.0,1.0,,,,,,
1074,930080,17184,0.01633156794083402,1.0,1.0,,,,,,,,,
1075,930864,17200,0.01438619315925936,1.0,1.0,,,,,,,,,
1076,931776,17216,0.013351953615878003,1.0,1.0,,,,,,,,,
1077,932688,17232,0.014058829399919209,1.0,1.0,,,,,,,,,
1078,933472,17248,0.01648120459117139,1.0,1.0,,,,,,,,,
1079,934384,17264,0.016542553522308646,1.0,1.0,,,,,,,,,
1080,935296,17280,0.017330153404749322,1.0,1.0,,,,,,,,,
1081,936336,17296,0.014193582334273602,1.0,1.0,0.0159180225439043,1.0,1.0,,,,,,
1082,937248,17312,0.014816402668261076,1.0,1.0,,,,,,,,,
1083,938160,17328,0.017924967815323895,0.9375,0.9375,,,,,,,,,
1084,939072,17344,0.014103678086133027,1.0,1.0,,,,,,,,,
1085,939728,17360,0.017971382554125854,1.0,1.0,,,,,,,,,
1086,940768,17376,0.015342078985170373,1.0,1.0,,,,,,,,,
1087,941552,17392,0.01452021568502398,1.0,1.0,,,,,,,,,
1088,942464,17408,0.015459767836852632,1.0,1.0,,,,,,,,,
1089,943376,17424,0.016473527118307955,0.875,0.875,0.015328717022973214,1.0,1.0,,,,,,
1090,944288,17440,0.012117143448053673,1.0,1.0,,,,,,,,,
1091,945200,17456,0.014066986382213214,1.0,1.0,,,,,,,,,
1092,946112,17472,0.016597694364466776,0.9375,0.9375,,,,,,,,,
1093,946896,17488,0.01481287406704458,1.0,1.0,,,,,,,,,
1094,947552,17504,0.020855564099510702,1.0,1.0,,,,,,,,,
1095,948592,17520,0.013817638153273927,0.9375,0.9375,,,,,,,,,
1096,949120,17536,0.018983021074265135,1.0,1.0,,,,,,,,,
1097,949776,17552,0.023625070399739427,0.9375,0.9375,0.018580324343261397,1.0,1.0,,,,,,
1098,950432,17568,0.021296799644417035,1.0,1.0,,,,,,,,,
1099,951216,17584,0.01700942658207114,1.0,1.0,,,,,,,,,
1100,952000,17600,0.013342705089557719,1.0,1.0,,,,,,,,,
1101,953168,17616,0.011930465273848924,1.0,1.0,,,,,,,,,
1102,953952,17632,0.01751317007572283,1.0,1.0,,,,,,,,,
1103,954864,17648,0.017084480899405202,1.0,1.0,,,,,,,,,
1104,955648,17664,0.018645997250402075,1.0,1.0,,,,,,,,,
1105,956560,17680,0.013198758676010443,1.0,1.0,0.021228498425291772,1.0,1.0,,,,,,
1106,957344,17696,0.018167413087343365,1.0,1.0,,,,,,,,,
1107,958256,17712,0.013052676938118749,1.0,1.0,,,,,,,,,
1108,959040,17728,0.014183049900226646,1.0,1.0,,,,,,,,,
1109,959824,17744,0.015127612050840553,1.0,1.0,,,,,,,,,
1110,960736,17760,0.015236342833846896,1.0,1.0,,,,,,,,,
1111,961520,17776,0.016889634125786066,0.9375,0.9375,,,,,,,,,
1112,962432,17792,0.017263734680612926,0.9375,0.9375,,,,,,,,,
1113,963344,17808,0.011996284851622404,0.9375,0.9375,0.014903059298926137,1.0,1.0,,,,,,
1114,964256,17824,0.015393546123867148,1.0,1.0,,,,,,,,,
1115,965040,17840,0.016193463140682336,1.0,1.0,,,,,,,,,
1116,965824,17856,0.017526432097335204,0.9375,0.9375,,,,,,,,,
1117,966736,17872,0.015166588447909824,1.0,1.0,,,,,,,,,
1118,967520,17888,0.018623423704085647,0.9375,0.9375,,,,,,,,,
1119,968432,17904,0.015297107023153357,1.0,1.0,,,,,,,,,
1120,969216,17920,0.018793348962060513,1.0,1.0,,,,,,,,,
1121,970128,17936,0.015268580074052837,1.0,1.0,0.01309578183247414,1.0,1.0,,,,,,
1122,971040,17952,0.015706570129956493,1.0,1.0,,,,,,,,,
1123,971952,17968,0.013108428247719977,1.0,1.0,,,,,,,,,
1124,972608,17984,0.01989538553925394,1.0,1.0,,,,,,,,,
1125,973392,18000,0.019168443370211005,1.0,1.0,,,,,,,,,
1126,974304,18016,0.014639925953629479,0.9375,0.9375,,,,,,,,,
1127,975088,18032,0.014184510511334382,0.9375,0.9375,,,,0.996999979019165,0.9941860465116279,1.0,0.9999799864708543,0.9999809449217701,0.9970845481049563
1128,975872,18048,0.018932922687660773,1.0,1.0,,,,,,,,,
1129,976784,18064,0.016463768871135268,1.0,1.0,0.015379574658469699,1.0,1.0,,,,,,
1130,977696,18080,0.012697218066627807,1.0,1.0,,,,,,,,,
1131,978736,18096,0.012195844000586736,1.0,1.0,,,,,,,,,
